geneID,geneName,X1..1,X1..2,X1..3,X2..1,X2..2,X2..3,X3..1,X3..2,X3..3,X4..1,X4..2,X4..3
ENSMUSG00000083325,Gm14121,3,0,0,0,4,0,0,2,1,1,0,4
ENSMUSG00000083964,Gm14122,0,0,0,0,0,0,0,1,0,1,0,0
ENSMUSG00000086407,Gm14123,0,1,3,0,0,0,0,0,0,0,1,1
ENSMUSG00000079008,Gm14124,0,0,0,0,0,0,0,0,3,0,0,0
ENSMUSG00000084320,Gm14125,1,2,0,5,2,2,0,1,13,0,1,1
ENSMUSG00000083077,Gm14126,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082740,Gm14127,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081092,Gm14128,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081580,Gm14129,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081494,Gm14130,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081470,Gm14131,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081314,Gm14132,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087029,Gm14133,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086963,Gm14135,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055926,Gm14137,2,8,7,4,6,15,0,6,1,6,4,2
ENSMUSG00000081572,Gm14138,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079009,Gm14139,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083055,Gm14140,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000082375,Gm14141,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084264,Gm14142,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082341,Gm14143,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087337,Gm14144,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085805,Gm14145,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086659,Gm14146,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079005,Gm14147,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083391,Gm14148,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000067352,Gm14149,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082809,Gm14150,0,0,0,0,2,1,0,0,0,0,0,0
ENSMUSG00000079006,Gm14151,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000087495,Gm14152,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083088,Gm14153,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087004,Gm14154,0,0,0,1,1,0,0,0,0,0,0,0
ENSMUSG00000087033,Gm14155,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082689,Gm14156,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083230,Gm14158,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081777,Gm14159,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084935,Gm14161,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082318,Gm14162,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089684,Gm14163,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068062,Gm14164,0,0,0,0,3,0,0,0,0,0,0,0
ENSMUSG00000081434,Gm14165,19,15,7,10,8,5,6,24,20,5,10,8
ENSMUSG00000087433,Gm14167,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000055494,Gm14168,1,0,1,1,3,2,1,2,1,1,0,3
ENSMUSG00000086118,Gm14169,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087323,Gm14170,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083498,Gm14172,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061272,Gm14173,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087508,Gm14174,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084015,Gm14175,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062846,Gm14176,5,7,7,13,5,14,9,5,7,2,10,5
ENSMUSG00000078269,Gm14180,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082020,Gm14182,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083581,Gm14186,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078263,Gm14188,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078276,Gm14190,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078270,Gm14193,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083732,Gm14197,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085483,Gm14198,0,3,2,4,0,0,0,1,2,0,0,4
ENSMUSG00000089898,Gm14199,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081800,Gm14200,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000083168,Gm14201,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083715,Gm14202,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086496,Gm14204,0,0,0,0,0,0,0,3,0,0,0,0
ENSMUSG00000087563,Gm14205,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086163,Gm14206,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074912,Gm14207,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082369,Gm14208,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085908,Gm14209,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086928,Gm14210,0,0,0,0,0,1,0,1,0,1,0,0
ENSMUSG00000085709,Gm14211,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081894,Gm14212,17,18,7,16,6,13,1,7,4,13,17,10
ENSMUSG00000081313,Gm14213,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000098640,Gm14214,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083975,Gm14215,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085691,Gm14216,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085383,Gm14218,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083913,Gm14219,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083329,Gm14220,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078956,Gm14221,2,2,1,0,4,1,7,0,4,3,0,3
ENSMUSG00000078955,Gm14222,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086558,Gm14223,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085524,Gm14224,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086872,Gm14225,0,0,0,0,2,0,0,0,0,1,0,0
ENSMUSG00000084897,Gm14226,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082596,Gm14227,4,5,6,1,0,2,0,0,5,6,3,0
ENSMUSG00000087147,Gm14228,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083648,Gm14229,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087179,Gm14230,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000082196,Gm14231,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087405,Gm14232,0,1,3,0,0,0,0,0,0,2,0,0
ENSMUSG00000086329,Gm14233,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082239,Gm14234,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085267,Gm14235,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086411,Gm14236,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083342,Gm14237,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083341,Gm14238,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080237,Gm14239,4,2,12,5,6,3,0,1,3,3,6,5
ENSMUSG00000081002,Gm14240,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087031,Gm14241,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085469,Gm14242,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000067745,Gm14243,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087162,Gm14244,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084006,Gm14245,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000087536,Gm14246,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081616,Gm14247,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083831,Gm14248,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087074,Gm14249,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086840,Gm14250,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081751,Gm14251,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085546,Gm14252,3,0,1,1,7,4,4,5,0,1,0,1
ENSMUSG00000082321,Gm14253,3,4,8,6,5,2,5,1,11,1,2,3
ENSMUSG00000086036,Gm14254,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086030,Gm14255,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087616,Gm14257,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086238,Gm14258,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086658,Gm14260,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085322,Gm14261,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086783,Gm14262,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080955,Gm14263,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085158,Gm14264,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084829,Gm14266,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085682,Gm14267,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087617,Gm14268,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000084067,Gm14269,0,0,0,1,1,0,0,0,0,0,0,0
ENSMUSG00000084013,Gm14270,0,0,1,0,2,0,5,9,8,0,0,1
ENSMUSG00000087409,Gm14271,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085426,Gm14272,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085905,Gm14273,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083793,Gm14274,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000085949,Gm14275,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082163,Gm14276,1,2,2,0,1,0,0,0,0,0,1,7
ENSMUSG00000084113,Gm14277,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000080880,Gm14278,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081740,Gm14279,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086831,Gm14280,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083469,Gm14281,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081422,Gm14282,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081652,Gm14283,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087524,Gm14285,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087445,Gm14286,1,0,2,0,0,0,3,0,0,0,0,0
ENSMUSG00000082329,Gm14287,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078889,Gm14288,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086098,Gm14291,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061897,Gm14292,4,2,1,0,0,1,1,1,0,2,0,0
ENSMUSG00000081481,Gm14293,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081882,Gm14294,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078877,Gm14295,20,11,6,12,10,17,8,7,8,3,3,6
ENSMUSG00000074527,Gm14296,10,4,3,17,7,14,11,6,0,2,4,16
ENSMUSG00000095231,Gm14297,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085699,Gm14298,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082850,Gm14299,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083410,Gm14300,0,4,4,1,2,1,0,2,0,0,5,2
ENSMUSG00000081003,Gm14301,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085760,Gm14302,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081344,Gm14303,1,0,0,2,0,1,3,1,0,2,0,0
ENSMUSG00000083671,Gm14304,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078878,Gm14305,28,20,10,17,10,33,18,15,29,1,20,16
ENSMUSG00000094360,Gm14307,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078880,Gm14308,3,19,5,0,13,15,1,5,1,0,0,8
ENSMUSG00000082215,Gm14314,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000086179,Gm14317,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000085411,Gm14319,8,7,5,0,9,2,6,7,7,0,1,7
ENSMUSG00000085914,Gm14320,2,0,5,0,0,4,1,0,0,0,2,1
ENSMUSG00000084797,Gm14321,0,5,0,0,2,1,0,1,2,3,0,6
ENSMUSG00000078864,Gm14322,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000080709,Gm14324,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095362,Gm14325,12,30,13,11,57,7,19,30,16,3,9,0
ENSMUSG00000078862,Gm14326,80,69,65,51,73,54,39,93,76,11,43,36
ENSMUSG00000074521,Gm14327,0,0,1,2,2,1,2,0,1,4,0,0
ENSMUSG00000095419,Gm14328,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086239,Gm14329,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086614,Gm14330,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084298,Gm14331,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080876,Gm14332,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095907,Gm14333,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083144,Gm14334,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081805,Gm14335,43,26,32,26,16,23,15,8,31,36,16,17
ENSMUSG00000082543,Gm14336,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085728,Gm14339,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000074507,Gm14340,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087293,Gm14341,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086166,Gm14342,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087550,Gm14343,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085428,Gm14344,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094240,Gm14348,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084955,Gm14349,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080299,Gm14350,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083918,Gm14352,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081589,Gm14353,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096524,Gm14355,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082489,Gm14356,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095259,Gm14357,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082081,Gm14358,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082025,Gm14359,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082167,Gm14360,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095492,Gm14361,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093977,Gm14362,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082975,Gm14363,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085775,Gm14364,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094401,Gm14365,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082326,Gm14366,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080792,Gm14367,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085966,Gm14368,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081626,Gm14369,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094358,Gm14370,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085938,Gm14371,0,1,0,0,0,3,0,0,0,0,0,0
ENSMUSG00000085745,Gm14372,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081232,Gm14373,2,2,1,1,2,1,1,2,0,1,2,0
ENSMUSG00000082270,Gm14375,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085228,Gm14376,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109501,Gm14377,0,2,2,0,0,0,1,0,2,0,0,0
ENSMUSG00000087252,Gm14379,1,0,0,0,0,2,0,0,0,0,0,1
ENSMUSG00000082240,Gm14380,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083535,Gm14381,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082210,Gm14382,2,2,4,5,4,3,2,1,1,1,2,4
ENSMUSG00000081416,Gm14383,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080158,Gm14385,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080888,Gm14387,0,0,0,3,1,0,0,1,0,4,4,0
ENSMUSG00000084230,Gm14388,0,2,0,0,6,3,5,4,4,1,1,2
ENSMUSG00000087520,Gm14389,3,0,2,1,0,0,2,0,0,0,1,0
ENSMUSG00000081599,Gm14390,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000078903,Gm14391,32,27,34,16,26,18,19,29,21,14,19,10
ENSMUSG00000081949,Gm14392,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078905,Gm14393,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083402,Gm14394,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084150,Gm14395,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086077,Gm14396,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086630,Gm14397,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083993,Gm14398,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000090093,Gm14399,4,11,0,5,6,10,17,3,26,2,2,11
ENSMUSG00000083817,Gm14400,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078872,Gm14401,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083317,Gm14402,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094786,Gm14403,0,0,2,0,3,1,0,3,0,0,0,0
ENSMUSG00000082343,Gm14404,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083170,Gm14405,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078865,Gm14406,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082023,Gm14407,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078876,Gm14408,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078869,Gm14409,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000078870,Gm14410,17,16,15,11,12,12,8,15,23,4,7,11
ENSMUSG00000082765,Gm14411,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000078868,Gm14412,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081590,Gm14413,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083619,Gm14414,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000082377,Gm14415,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082724,Gm14416,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081326,Gm14417,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078867,Gm14418,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078875,Gm14419,2,0,0,0,0,0,0,0,0,1,3,1
ENSMUSG00000083111,Gm14421,3,4,4,1,2,9,2,11,5,0,12,13
ENSMUSG00000085015,Gm14424,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081156,Gm14425,1,0,5,3,1,4,1,0,3,1,0,0
ENSMUSG00000086559,Gm14426,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083837,Gm14427,1,0,0,0,0,1,0,0,1,0,2,0
ENSMUSG00000083702,Gm14428,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081574,Gm14429,0,1,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000078881,Gm14434,6,12,8,15,14,9,15,14,30,10,15,0
ENSMUSG00000085358,Gm14437,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084323,Gm14438,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084050,Gm14439,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078901,Gm14440,13,10,1,11,6,9,2,20,9,8,14,272
ENSMUSG00000081861,Gm14441,0,0,1,5,1,0,0,2,0,4,4,0
ENSMUSG00000082376,Gm14442,0,1,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000078902,Gm14443,1,1,1,0,0,0,1,1,0,0,0,0
ENSMUSG00000078906,Gm14444,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082112,Gm14445,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080186,Gm14448,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081661,Gm14450,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083939,Gm14451,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081486,Gm14452,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000087442,Gm14453,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087633,Gm14455,7,10,0,5,3,0,6,4,11,3,4,1
ENSMUSG00000087584,Gm14457,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000079704,Gm14459,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082701,Gm14460,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000054510,Gm14461,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084239,Gm14463,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082046,Gm14464,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083691,Gm14465,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083950,Gm14466,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000080984,Gm14469,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000083262,Gm14470,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084892,Gm14471,3,2,1,0,0,2,5,0,0,6,2,1
ENSMUSG00000082283,Gm14472,0,1,0,1,3,0,0,0,0,0,0,0
ENSMUSG00000081680,Gm14473,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081308,Gm14480,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080948,Gm14481,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083419,Gm14485,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087268,Gm14486,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085275,Gm14487,1,2,1,0,0,1,0,0,2,0,0,0
ENSMUSG00000075416,Gm14488,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082786,Gm14489,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000083439,Gm14491,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085587,Gm14493,0,0,0,0,0,0,0,1,0,5,2,0
ENSMUSG00000083097,Gm14494,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000098505,Gm14496,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081013,Gm14497,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080897,Gm14500,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082129,Gm14502,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086518,Gm14503,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000082198,Gm14504,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084907,Gm14505,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081597,Gm14506,0,2,0,0,3,0,1,0,0,0,2,0
ENSMUSG00000086122,Gm14507,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085376,Gm14508,8,11,7,9,11,9,3,3,10,17,8,3
ENSMUSG00000081020,Gm14509,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000080051,Gm14510,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081947,Gm14512,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080811,Gm14513,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081858,Gm14514,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083492,Gm14515,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083551,Gm14516,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081994,Gm14517,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083931,Gm14518,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082838,Gm14519,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081312,Gm14520,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083486,Gm14521,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080862,Gm14523,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083760,Gm14524,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000071788,Gm14525,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096137,Gm14527,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083221,Gm14528,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087415,Gm14529,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081735,Gm14530,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084327,Gm14531,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086931,Gm14532,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083060,Gm14533,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083751,Gm14534,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094259,Gm14536,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082855,Gm14537,4,3,1,0,7,0,2,0,3,4,5,9
